locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,dayshours,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location
1001319,Bonito Poke,Truck,107000,01ST ST: HOWARD ST to TEHAMA ST (200 - 231),505 HOWARD ST,3736183,3736,183,16MFF-0141,REQUESTED,Bonito Poke Bowls & Various Drinks,6013786.267,2114936.804,37.78798865,-122.3961007,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0141&ExportPDF=1&Filename=16MFF-0141_schedule.pdf,Tu/We/Fr:10AM-2PM,,,11/28/2016,0,,"(37.7879886489953, -122.396100668472)"
1010174,Julie's Hot Dogs,Truck,9121000,MISSION ST: 19TH ST to 20TH ST (2300 - 2399),2386 MISSION ST,3596119,3596,119,15MFF-0007,REQUESTED,Hot dogs: bacon-wrapped hot dogs: chicken burgers: energy drinks: water and various other drinks.,6006843.48,2104477.073,37.75887999,-122.4193792,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0007&ExportPDF=1&Filename=15MFF-0007_schedule.pdf,Tu/We/Th:12AM-3AM;Mo-We:12PM-12AM,,,2/23/2015,0,,"(37.7588799920148, -122.419379202984)"
1047771,The Chef Station,,4801101,DIVISADERO ST: OAK ST to FELL ST (401 - 499) -- WEST --,425 DIVISADERO ST,1215016,1215,16,17MFF-0202,REQUESTED,South American Peruvian Food - Ceiches: hot wok dishes: hot pastas: rice dishes: and Tapas.,6001606.909,2109860.071,37.77336405,-122.4378752,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0202&ExportPDF=1&Filename=17MFF-0202_schedule.pdf,,,,12/15/2017,0,,"(37.7733640531909, -122.437875225303)"
1047831,The Chef Station,Truck,480000,10TH ST: FELL ST \ MARKET ST \ POLK ST to END (1 - 18),8 10TH ST,3507041,3507,41,17MFF-0203,REQUESTED,South American/Peruvian food,6007585.376,2110633.378,37.77582552,-122.4172496,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0203&ExportPDF=1&Filename=17MFF-0203_schedule.pdf,,,,12/15/2017,0,,"(37.7758255197583, -122.417249626643)"
1089427,Halal Food,Push Cart,3524000,CALIFORNIA ST: DRUMM ST to DAVIS ST (1 - 99),50 CALIFORNIA ST,235022,235,22,18MFF-0003,REQUESTED,rice chicken beef hot dogs and sandwich's and coke and water,6013470.754,2117151.885,37.79405318,-122.3973477,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0003&ExportPDF=1&Filename=18MFF-0003_schedule.pdf,,,,2/5/2018,0,2/28/2019 0:00,"(37.7940531837329, -122.397347693326)"
1001301,Bonito Poke,Truck,7032000,HOWARD ST: FREMONT ST to 01ST ST (400 - 499),400 HOWARD ST,3720008,3720,8,16MFF-0141,REQUESTED,Bonito Poke Bowls & Various Drinks,6013858.06,2115347.095,37.78911921,-122.395881,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0141&ExportPDF=1&Filename=16MFF-0141_schedule.pdf,Mo:10AM-2PM,,,11/28/2016,0,,"(37.7891192076677, -122.395881039335)"
1141511,Khalid M Malik,Push Cart,2751000,BATTERY ST: MARKET ST to BUSH ST (1 - 10),Assessors Block /Lot,,,,18MFF-0018,REQUESTED,chicken sandwich: chicken gyro: chicken biryani,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0018&ExportPDF=1&Filename=18MFF-0018_schedule.pdf,,,,4/12/2018,0,,"(0, 0)"
627558,"Off the Grid Services, LLC",Truck,4609000,DAVIS ST: DAVIS CT \ JACKSON ST to BROADWAY (500 - 699),Assessors Block /Lot,,,,15MFF-0039,REQUESTED,varies truck to truck,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0039&ExportPDF=1&Filename=15MFF-0039_schedule.pdf,Tu/Th/Fr:10AM-3PM,,,3/6/2015,0,,"(0, 0)"
955731,Senor Sisig,Truck,9097000,MISSION ST: 05TH ST to MINT ST (900 - 930),901 MISSION ST,3725093,3725,93,16MFF-0143,APPROVED,Senor Sisig: Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.,6010709.29,2112874.234,37.78215364,-122.4066011,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0143&ExportPDF=1&Filename=16MFF-0143_schedule.pdf,Tu/Th:10AM-3PM,9/15/2017 0:00,6/4/2018 0:00,12/2/2016,0,7/15/2019 0:00,"(37.7821536409986, -122.406601106839)"
916855,Los 2 Cuates,Truck,141000,02ND ST: STILLMAN ST to BRYANT ST (454 - 499),490 02ND ST,3763007,3763,7,16MFF-0137,APPROVED,south American-Peruvian food: hot wok dishes: hot pastas: rice dishes.,6014337.512,2113125.58,37.7830461,-122.3940666,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0137&ExportPDF=1&Filename=16MFF-0137_schedule.pdf,Tu/We/Th:7AM-8PM,,6/8/2018 0:00,8/12/2016,0,7/15/2019 0:00,"(37.78304609975, -122.39406659923)"
1181885,Quan Catering,Truck,3376000,BURKE AVE: END to 03RD ST (1500 - 1599),1575 BURKE AVE,5203043,5203,43,18MFF-0049,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6016176.048,2098933.04,37.74417845,-122.3867159,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0049&ExportPDF=1&Filename=18MFF-0049_schedule.pdf,,,7/9/2018 0:00,7/9/2018,1,7/15/2019 0:00,"(37.7441784473757, -122.386715929759)"
1181828,Anas Goodies Catering,Truck,226201,03RD ST: EGBERT AVE to FITZGERALD AVE (6000 - 6170) -- WEST --,6000 03RD ST,5431A001U,5431A,001U,18MFF-0048,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6013371.112,2091633.565,37.7239799,-122.3959035,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0048&ExportPDF=1&Filename=18MFF-0048_schedule.pdf,,,7/9/2018 0:00,7/9/2018,1,7/15/2019 0:00,"(37.7239799038929, -122.395903454913)"
1181745,BH & MT LLC,Truck,25871000,DOLORES ST: 14TH ST intersection,2001 MARKET ST,3535001,3535,1,18MFF-0047,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,6004679.693,2107959.664,37.76832025,-122.4271106,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0047&ExportPDF=1&Filename=18MFF-0047_schedule.pdf,,,7/9/2018 0:00,7/9/2018,1,7/15/2019 0:00,"(37.7683202495106, -122.427110643955)"
934606,May Catering,Truck,1259000,23RD ST: HARRISON ST to TREAT AVE (3000 - 3053),3050 23RD ST,3639004B,3639,004B,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6008696.252,2102835.373,37.75447643,-122.4128554,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:12PM-1PM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(37.7544764341075, -122.412855363284)"
934596,May Catering,Truck,2111000,ALABAMA ST: MARIPOSA ST to 18TH ST (500 - 599),501 ALABAMA ST,4018005,4018,5,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6009055.309,2105741.745,37.76247682,-122.411819,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:10AM-11AM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(37.762476819591, -122.411819003679)"
934618,May Catering,Truck,9086000,MISSION ST: BEALE ST to FREMONT ST (300 - 399),350 MISSION ST,3710017,3710,17,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6013638.57,2115994.808,37.79088546,-122.3966859,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:6PM-7PM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(37.7908854635019, -122.396685875811)"
934551,"Casey's Pizza, LLC",Truck,5442000,FELL ST: GOUGH ST to OCTAVIA ST (300 - 399),368 FELL ST,817032,817,32,17MFF-0104,EXPIRED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,6005654.042,2110754.304,37.77604871,-122.4239392,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0104&ExportPDF=1&Filename=17MFF-0104_schedule.pdf,Su:12PM-8PM;Fr:3PM-8PM;Sa:4PM-8PM,,8/29/2017 0:00,2/13/2017,0,7/15/2018 0:00,"(37.7760487080922, -122.423939211172)"
934594,May Catering,Truck,13768000,YORK ST: 19TH ST to 20TH ST (700 - 799),720 YORK ST,4080018,4080,18,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6009791.694,2104761.232,37.75982584,-122.4092029,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:10AM-11AM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(37.7598258374358, -122.409202915083)"
934617,May Catering,Truck,2953000,BERRY ST: 03RD ST to 04TH ST (100 - 199),185 BERRY ST,3803005,3803,5,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6014943.869,2110666.298,37.77632715,-122.3917968,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:6PM-7PM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(37.7763271477899, -122.391796821077)"
934588,May Catering,Truck,2478101,CESAR CHAVEZ ST: KANSAS ST to BAY SHORE BLVD \ VERMONT ST (2501 - 2625) -- SOUTH --,2501 CESAR CHAVEZ ST,4339001,4339,1,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6011674.927,2100772.595,37.74897924,-122.4024092,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:9AM-10AM/12PM-1PM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(37.7489792411554, -122.402409234561)"
934587,May Catering,Truck,699001,16TH ST: OWENS ST to 07TH ST \ MISSISSIPPI ST (700 - 899),Assessors Block 8727/Lot005,8727005,8727,5,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6014460.137,2106764.375,37.76558647,-122.3931971,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo/Mo/Mo/Mo/Mo:9AM-10AM/10AM-11AM/12PM-1PM/1PM-2PM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(37.7655864681473, -122.393197101166)"
934583,May Catering,Truck,7166000,ILLINOIS ST: MARIPOSA ST \ TERRY A FRANCOIS BLVD to 18TH ST (600 - 699),600 ILLINOIS ST,3994011,3994,11,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6015910.503,2106215.604,37.76416013,-122.3881423,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:9AM-10AM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(37.7641601282203, -122.388142262128)"
934516,Scotch Bonnet,Truck,101000,01ST ST: STEVENSON ST to END (21 - 56),50 01ST ST,3708055,3708,55,17MFF-0094,EXPIRED,Jerk chicken: curry chicken: curry goat: curry dhal: Burritos: Fish: Ox tails: rice: beans: veggies.,6013063.33,2115738.283,37.79014907,-122.3986582,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0094&ExportPDF=1&Filename=17MFF-0094_schedule.pdf,Mo:6AM-8PM,,3/16/2017 0:00,2/13/2017,0,7/15/2018 0:00,"(37.7901490737255, -122.398658184604)"
934607,May Catering,Truck,792000,17TH ST: TREAT AVE to FOLSOM ST (3025 - 3099),3030 17TH ST,3572005,3572,5,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6008506.685,2106321.603,37.76403818,-122.4137575,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:12PM-1PM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(37.7640381828174, -122.413757516589)"
934577,May Catering,Truck,9056000,MINNESOTA ST: 20TH ST to 22ND ST (800 - 999),900 MINNESOTA ST,4106001A,4106,001A,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:8AM-9AM/2PM-3PM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(0, 0)"
934580,May Catering,Truck,8234000,LE CONTE AVE: 03RD ST to KEITH ST (1039 - 1099),1098 LE CONTE AVE,5475016,5475,16,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6012690.947,2089990.938,37.71943172,-122.3981395,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:9AM-10AM/12PM-1PM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(37.7194317184807, -122.398139506914)"
934517,Scotch Bonnet,Truck,9297000,MONTGOMERY ST: POST ST to SUTTER ST (1 - 99),25 MONTGOMERY ST,0292001A,292,001A,17MFF-0094,EXPIRED,Jerk chicken: curry chicken: curry goat: curry dhal: Burritos: Fish: Ox tails: rice: beans: veggies.,6011957.923,2115519.499,37.7894867,-122.4024674,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0094&ExportPDF=1&Filename=17MFF-0094_schedule.pdf,We:6AM-8PM,,3/16/2017 0:00,2/13/2017,0,7/15/2018 0:00,"(37.7894866961278, -122.402467438004)"
934554,"Casey's Pizza, LLC",Truck,12045000,SPEAR ST: MISSION ST to HOWARD ST (100 - 199),100 SPEAR ST,3717001,3717,1,17MFF-0104,EXPIRED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,6014423.85,2116439.642,37.79215055,-122.394,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0104&ExportPDF=1&Filename=17MFF-0104_schedule.pdf,Tu/Th:9AM-3PM,,8/29/2017 0:00,2/13/2017,0,7/15/2018 0:00,"(37.7921505484817, -122.393999974059)"
934612,May Catering,Truck,13693000,WISCONSIN ST: 16TH ST to 17TH ST (100 - 199),166 WISCONSIN ST,3954017,3954,17,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6012435.699,2106749.834,37.76543387,-122.4001982,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:2PM-3PM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(37.7654338684827, -122.400198205294)"
934595,May Catering,Truck,5690000,FOLSOM ST: 16TH ST to ENTERPRISE ST (2000 - 2035),2000 FOLSOM ST,3571001,3571,1,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6008008.225,2106691.986,37.76502716,-122.4155078,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:10AM-11AM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(37.7650271638822, -122.41550777249)"
453012,Tacos Santana,,3742000,CARROLL AVE: QUINT ST to BAY SHORE BLVD \ THORNTON AVE (2100 - 2199),2101 CARROLL AVE,5436012,5436,12,13MFF-0112,EXPIRED,,6011371.493,2093947.369,37.73022168,-122.4029785,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0112&ExportPDF=1&Filename=13MFF-0112_schedule.pdf,Mo-Su:10AM-9PM,7/25/2013 0:00,2/7/2018 0:00,6/5/2013,0,7/15/2018 0:00,"(37.7302216813049, -122.402978526686)"
934616,May Catering,Truck,4909000,DONNER AVE: END to 03RD ST (1600 - 1699),1600 DONNER AVE,4881023,4881,23,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6014214.714,2091627.121,37.72400911,-122.3929868,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:4PM-5PM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(37.7240091065402, -122.392986782578)"
934615,May Catering,Truck,517000,BRYANT ST: 11TH ST \ 13TH ST \ DIVISION ST to DIVISION ST (1300 - 1319),1300 BRYANT ST,3903004,3903,4,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6009188.668,2108146.472,37.76908713,-122.4115277,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:3PM-4PM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(37.7690871267671, -122.411527667132)"
934585,May Catering,Truck,13767000,YORK ST: 18TH ST to 19TH ST (600 - 699),620 YORK ST,4023012,4023,12,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6009734.778,2105398.284,37.76157185,-122.4094447,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:9AM-10AM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(37.7615718487197, -122.409444718958)"
934576,May Catering,Truck,7169000,ILLINOIS ST: 20TH ST to 22ND ST (900 - 1099),1000 ILLINOIS ST,4109001,4109,1,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6015939.401,2104425.293,37.75924592,-122.3879174,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:8AM-9AM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(37.7592459190261, -122.387917376991)"
934591,May Catering,Truck,13766000,YORK ST: MARIPOSA ST to 18TH ST (500 - 599),501 YORK ST,4015008,4015,8,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6009887.393,2105884.09,37.76291431,-122.4089512,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:10AM-11AM/12PM-1PM/2PM-3PM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(37.7629143116115, -122.408951161538)"
934624,May Catering,Truck,6805000,HAWES ST: INGERSON AVE to JAMESTOWN AVE (2900 - 2999),2930 HAWES ST,4971022,4971,22,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6014554.034,2089351.467,37.71777945,-122.3916548,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Su:10AM-11AM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(37.717779453627, -122.391654765179)"
934573,May Catering,Truck,12626000,TOLAND ST: KIRKWOOD AVE to MCKINNON AVE (600 - 799),600 TOLAND ST,5285A011,5285A,11,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6012349.895,2098741.535,37.74344004,-122.3999326,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:7AM-8AM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(37.7434400420051, -122.399932569577)"
934586,May Catering,Truck,12685000,TREAT AVE: MISTRAL ST to END (630 - 699),630 TREAT AVE,3593038,3593,38,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6008391.816,2104835.571,37.75995143,-122.4140497,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:9AM-10AM/11AM-12PM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(37.7599514294279, -122.414049680224)"
934611,May Catering,Truck,2477000,CESAR CHAVEZ ST: EVANS AVE to KANSAS ST (2100 - 2550),2300 CESAR CHAVEZ ST,4328A007,4328A,7,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6012256.828,2101112.599,37.74994529,-122.4004209,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:1PM-2PM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(37.7499452857571, -122.400420884438)"
934575,May Catering,Truck,7502000,JERROLD AVE: UPTON ST to NAPOLEON ST (2201 - 2299),2270 JERROLD AVE,5230008,5230,8,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6012245.5,2099714.018,37.74610445,-122.4003618,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:8AM-9AM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(37.7461044517152, -122.400361834965)"
934599,May Catering,Truck,9504000,NAPOLEON ST: EVANS AVE \ TOLAND ST to JERROLD AVE (25 - 299),180 NAPOLEON ST,4343004,4343,4,17MFF-0110,EXPIRED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6012688.941,2100244.688,37.74758628,-122.3988657,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,Mo-Fr:9AM-10AM/11AM-12PM/2PM-3PM,,12/28/2017 0:00,2/13/2017,1,7/15/2018 0:00,"(37.7475862762565, -122.398865700796)"
934518,Scotch Bonnet,Truck,11543000,SANSOME ST: BUSH ST to PINE ST (100 - 199),115 SANSOME ST,268002,268,2,17MFF-0094,EXPIRED,Jerk chicken: curry chicken: curry goat: curry dhal: Burritos: Fish: Ox tails: rice: beans: veggies.,6012385.284,2116217.3,37.79142654,-122.4010379,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0094&ExportPDF=1&Filename=17MFF-0094_schedule.pdf,Fr:6AM-8PM,,3/16/2017 0:00,2/13/2017,0,7/15/2018 0:00,"(37.7914265413321, -122.401037856688)"
